fb_18_999_men,fb_18_999_wom,fb_18_999_r,hdi,gdi,gdp_pcap,years_from_2015,gggi_ggi,coef_ineq,mys_r,lfpr_r,internet_men,internet_wom,internet_ggi,iso3
0.3593241006036987,0.2424212864622672,0.6748164326831958,0.591,0.905,8.006515633687929,0,0.746,40.188032,0.6208728192457159,0.9561156601842375,0.373536453,0.174995255,0.468482402,AGO
0.7997355037817421,0.7043024489054638,0.8812746085944309,0.786,1.026,8.856240894959207,0,0.721,8.126163833,0.998265570948878,0.8741648106904231,0.889741768,0.853495754,0.959262322,ARM
0.213973603926888,0.11775568413523456,0.5502242465853632,0.42,0.926,5.556924703361628,1,0.763,34.69569633,0.648454576535022,0.9857178968655206,0.138240628,0.044357696,0.320873076,BDI
0.4168213106308117,0.2459418319699358,0.5894378539842228,0.504,0.848,7.172310246721377,2,0.715,38.465223,0.4680258037375657,0.7609144542772862,0.203209613,0.063499106,0.312480818,BEN
0.4168213106308117,0.2459418319699358,0.5894378539842228,0.504,0.848,7.172310246721377,6,0.715,38.465223,0.4680258037375657,0.7609144542772862,0.315641075,0.154869266,0.490649912,BEN
0.39829014592792267,0.1656227043374525,0.4158971346811519,0.438,0.881,6.721470459186562,6,0.762,39.98645733,0.5286701422330046,0.6721991701244813,0.393793458,0.151753718,0.385363737,BFA
0.11542875320911222,0.04864084929336215,0.4213564940114863,0.387,0.9107083333333332,6.056920060648228,3,0.75867187509375,38.55927967,0.4906939719446554,0.7503474515192045,0.052649006,0.026307214,0.49967162,CAF
0.5664284583265821,0.3602896058758538,0.6358515062167921,0.534,0.861,7.818596064440582,6,0.739,39.985821,0.5638185683953575,0.765763235500632,0.521951953,0.298975091,0.57280194,CIV
0.4395168368248285,0.31034696034665465,0.7059866147487925,0.587,0.9,7.354675103000155,3,0.783,37.340977,0.7454585542384403,0.8697123519458544,0.399551073,0.270196682,0.676250672,CMR
0.18421567767131897,0.10517120608651076,0.5709740189084872,0.481,0.891,6.482581560501064,2,0.714,34.11745233,0.663357440677475,0.9041735723971672,0.17734539,0.077666748,0.437940612,COD
0.6307527021624214,0.4433708668450691,0.702625822038972,0.586,0.914,7.303097634473355,7,0.752,41.88651433,0.7147743889610495,0.6930075821398484,0.588033097,0.417541806,0.710065145,COM
NA,NA,NA,0.764,0.973,9.159002076997174,4,0.745999992,20.035261214,1.020128207440724,0.6612672701286327,0.368857814,0.423207693,1.147346422,CUB
0.1591053963350716,0.07523053243432369,0.472772657715312,0.492,0.922,6.93496755455396,1,0.879,33.71017267,0.5229310180593506,0.7272727272727273,0.121200689,0.044186956,0.364576775,ETH
0.9473391128204628,0.8832121561619842,0.9324889082872476,0.729,0.94,8.586003400141362,6,0.74,13.228288,1.0123440174363445,0.4794749710461974,0.819290016,0.785706686,0.959009228,FJI
0.6313778059051177,0.5036217990603528,0.7975730322723552,0.693,0.982,9.084816528837688,4,0.75867187509375,23.95382667,1.1977011494252874,0.617725573945542,0.755876122,0.625257908,0.827196269,GAB
0.49104744316692406,0.33725251118471117,0.6864813332059857,0.602,0.933,7.697829030010144,7,0.777,36.18397433,0.7293493323859566,0.9863144929519638,0.615658251,0.433244201,0.703708916,GHA
0.49104744316692406,0.33725251118471117,0.6864813332059857,0.602,0.933,7.697829030010144,2,0.777,36.18397433,0.7293493323859566,0.9863144929519638,0.385981668,0.161180417,0.417585681,GHA
0.4412358397000151,0.2921826299413674,0.6614385449191761,0.471,0.818,7.323281568564989,3,0.719,38.88611,0.4070445427990852,0.666168782673637,0.321945403,0.153575175,0.477022421,GIN
0.4442514570324303,0.21107580166146375,0.4751503723450885,0.495,0.94,6.694906407023374,4,0.745,36.36762167,0.6568756403518966,0.9152963077877756,0.73290631,0.618169252,0.843449215,GMB
0.4442514570324303,0.21107580166146375,0.4751503723450885,0.495,0.94,6.694906407023374,3,0.745,36.36762167,0.6568756403518966,0.9152963077877756,0.655027617,0.432906069,0.66089743,GMB
0.3578875238949943,0.21454379195487183,0.5994316091813354,0.483,0.862,6.653932090864688,3,0.75867187509375,35.52366333,0.4879186967429041,0.7881125226860254,0.342412869,0.124630084,0.363976052,GNB
1.0093626168014682,0.9669363183613712,0.9582185810226616,0.742,0.992,9.80914801770352,4,0.752,17.726409686,1.0204061698176914,0.7083177219932559,0.748730715,0.696847673,0.930705338,GUY
0.4118704926744495,0.35856887676012694,0.8701115600928202,0.552,0.929,7.466374646083734,1,0.7600588229411764,38.31365733,0.8108862033987606,0.7401061410159212,0.41207449,0.27834781199999997,0.675479357,HTI
0.7433335727359008,0.5268823297508244,0.7090866317565182,0.713,0.94,8.473867922149866,2,0.793,17.295351,0.9208739409671192,0.6445672191528545,0.425269339,0.481896568,1.133156154,IDN
0.5767412343912988,0.2119614362677353,0.367347012419414,0.644,0.852,7.787750432059016,4,0.733,30.52559,0.7250878372189344,0.3711583924349882,0.545491108,0.31329835,0.574341808,IND
0.8538127420889858,0.7250699712788209,0.8492947054319867,0.736,0.863,8.368925185417513,2,0.735,16.28175793,0.9293439926177924,0.2274748805798056,0.86675594,0.76456603,0.88210071,JOR
0.5343123793661504,0.3987620324037015,0.7463659961190151,0.601,0.948,7.649360157974715,7,0.856,26.48972967,0.8521695930849155,0.8659410305869386,0.561969146,0.441888734,0.786322056,KEN
1.319431680383768,1.0074971187129738,0.7632093652671806,0.6,0.926,7.47284634902316,6,0.788,26.39622233,0.705371871979013,0.8591237473782336,0.763619786,0.636779189,0.833895612,KHM
0.7183291728670778,0.6357760778350839,0.8853336905549641,0.628,0.849,7.439542073379615,5,0.754399998,15.82817133,1.0364717200896651,0.2205640744797371,0.482756187,0.534407716,1.106992993,KIR
0.9368140841396628,0.8203795178116032,0.8759969591433063,0.62,0.919,7.627754096346794,2,0.733,24.74303267,0.722072525104608,0.868711136235161,0.282759077,0.278527337,0.985034114,LAO
0.35563199186038214,0.2846594449431626,0.8001397993901795,0.487,0.86,6.626098806617719,4,0.76,36.17781933,0.5002125587351253,0.8693306693306694,0.364018762,0.2200677,0.604550434,LBR
0.4758913610832245,0.4838851972638755,1.0181758813953332,0.521,0.999,6.877229842706412,3,0.8,34.84864933,1.2026056842185888,0.7936874518860662,0.43973352,0.487505059,1.108637475,LSO
0.258125144423429,0.2164011043334735,0.838275610806306,0.487,0.945,6.2472545871023675,6,0.737,31.84173033,0.8696959829190521,0.8864019795298618,0.176507446,0.132520413,0.750792196,MDG
0.258125144423429,0.2164011043334735,0.838275610806306,0.487,0.945,6.2472545871023675,3,0.737,31.84173033,0.8696959829190521,0.8864019795298618,0.121879561,0.086529664,0.709960415,MDG
0.936502749162302,0.9943305084236678,1.061665651023474,0.762,0.976,9.374227801999814,1,0.737,20.88183957,1.0279391501480375,0.6820099731492137,0.868256709,0.782807501,0.901585319,MDV
0.31513346191073976,0.10133826602737823,0.321466014376932,0.41,0.83,6.725390427370975,3,0.714,31.97097033,0.5254549271368193,0.6060713025061772,0.362882217,0.14183377,0.390853459,MLI
1.2101843848242066,1.2828818964597584,1.0600268658055516,0.741,1.032,8.52625296742729,3,0.811,12.8732493,1.124538452982888,0.7818713450292396,0.647491866,0.738737392,1.140921501,MNG
0.6922739850278918,0.3521647575935684,0.5084415207955416,0.54,0.874,7.632960812971069,4,0.606000006,34.68645167,0.7115660835392662,0.4716177141987521,0.424768172,0.335166161,0.789056674,MRT
0.19523367543630848,0.1020529636418534,0.521760913349705,0.508,0.926,6.469496320797872,0,0.761,28.972741,0.671102490165918,0.8469483568075118,0.174651069,0.055032177,0.315097852,MWI
0.19523367543630848,0.1020529636418534,0.521760913349705,0.508,0.926,6.469496320797872,4,0.761,28.972741,0.671102490165918,0.8469483568075118,0.202155952,0.071425824,0.353320411,MWI
0.3941211548593852,0.2839531996858026,0.7206195451057886,0.548,0.886,7.679082079206016,3,0.726,32.06721967,0.75358602315667,0.89936960074714,0.351912546,0.15690696,0.445869183,NGA
0.3941211548593852,0.2839531996858026,0.7206195451057886,0.548,0.886,7.679082079206016,6,0.726,32.06721967,0.75358602315667,0.89936960074714,0.39080912,0.222285283,0.568782232,NGA
0.9139207749147426,0.6142586926755391,0.6722092164857499,0.601,0.885,7.1978439884085885,1,0.748,28.682911,0.5993540043540906,0.5079162875341219,0.470963645,0.230880743,0.490230499,NPL
0.9139207749147426,0.6142586926755391,0.6722092164857499,0.601,0.885,7.1978439884085885,7,0.748,28.682911,0.5993540043540906,0.5079162875341219,0.75770564,0.6460717,0.852668458,NPL
0.9139207749147426,0.6142586926755391,0.6722092164857499,0.601,0.885,7.1978439884085885,4,0.748,28.682911,0.5993540043540906,0.5079162875341219,0.610519718,0.409562964,0.670843139,NPL
0.5582925019525166,0.14052054316943582,0.25175580513684165,0.54,0.834,7.370784536867551,2,0.714,32.81352433,0.8195660093141437,0.304078343870088,0.283634485,0.120240215,0.42392664,PAK
0.24643790599153467,0.15491009041232986,0.6289886211638469,0.568,0.927,8.04428067080537,1,0.63499999,27.95066433,0.7449754578908124,0.9583420120808164,0.181289576,0.112491523,0.620507397,PNG
0.204991120134584,0.10840132318907636,0.5276950900421672,0.548,0.921,6.873404044904133,4,0.794,30.33991133,0.8449434638124704,0.8270653979761365,0.229660712,0.12320074,0.536446738,RWA
0.4845621167431728,0.2565231995659525,0.5295061577786161,0.517,0.925,7.3769626118930836,2,0.769,34.25271967,0.6251399833162011,0.5749597776802691,0.450407869,0.289751414,0.64330895,SEN
0.4845621167431728,0.2565231995659525,0.5295061577786161,0.517,0.925,7.3769626118930836,3,0.769,34.25271967,0.6251399833162011,0.5749597776802691,0.544060154,0.393988258,0.724163046,SEN
0.4845621167431728,0.2565231995659525,0.5295061577786161,0.517,0.925,7.3769626118930836,4,0.769,34.25271967,0.6251399833162011,0.5749597776802691,0.582989597,0.467398792,0.8017275,SEN
0.28306599900512225,0.21951083815936967,0.7753839474190345,0.458,0.885,6.16498861884578,4,0.76,39.31271833,0.5049415103788906,0.8635306742979789,0.278262859,0.131416818,0.472275813,SLE
0.28306599900512225,0.21951083815936967,0.7753839474190345,0.458,0.885,6.16498861884578,2,0.76,39.31271833,0.5049415103788906,0.8635306742979789,0.20383774,0.075445205,0.370123829,SLE
0.5889244503796357,0.5098754864744045,0.8653726156412217,0.613,0.9107083333333332,7.777665335455955,4,0.75867187509375,23.933877,0.7881778368413548,0.7503474515192045,0.636701252,0.498185009,0.782447038,STP
0.8738800918065494,0.8125367354577157,0.9299054752153824,0.69,0.987,8.675704292659026,3,0.736,17.726409686,1.043454228923108,0.6856864970011347,0.801354435,0.79636624600000006,0.993775302,SUR
0.6546065496365966,0.5679022778932559,0.867435467361544,0.61,0.987,8.290765913819362,6,0.745,36.313149,1.0283185840707962,0.8716006216006216,0.553511928,0.599495016,1.083075153,SWZ
1.0425729625421176,0.818894637085458,0.7855867514327057,0.7605833333333334,0.9865,10.123329491923013,4,0.7600588229411764,20.035261214,1.0032880529376165,0.7112380544691489,0.908393695,0.924960732,1.018237728,TCA
0.15857176996304176,0.04594459414777748,0.2895387803453703,0.394,0.776,6.574802973667712,4,0.711,39.637821,0.3728461824975134,0.6820485462790077,0.066844307,0.007227841,0.108129489,TCD
0.2699536711205696,0.1191931544949711,0.441596319432052,0.547,0.848,6.848694953466017,2,0.791,36.506723,0.5839492433969706,0.8092919456279164,0.29005715,0.153136,0.527951129,TGO
0.8697819979051632,0.6717544327117099,0.772551425099331,0.566,0.904,7.778753988547918,1,0.782,26.748352,0.8321958250048691,0.6744804253262445,0.31100982,0.224042004,0.720369551,TLS
1.1623894727941924,1.1187953709095957,0.9631947848970128,0.739,0.996,8.395245079559976,4,0.754399998,11.1639972,1.014621072930838,0.7826562215339771,0.865973253,0.782460258,0.903561693,TON
0.9775244833997336,0.8003011241238248,0.8184921748560335,0.732,0.928,8.228822719672026,3,0.73,21.1491301,0.8374042306725032,0.4073248851134939,0.624823465,0.509093637,0.814779958,TUN
0.7360220187273842,0.7518621116707517,1.0278059830396984,0.653,0.975,8.560546277428172,4,0.754399998,16.16619433,0.9679319988628874,0.6760040499493757,0.852284108,0.838747956,0.984117793,TUV
0.22826984457896524,0.14744452075669257,0.6456710369804666,0.532,0.94,7.084030660272271,0,0.74,29.54947367,0.8128046184834272,0.8932796971131094,0.18685196,0.08051428,0.430898773,TZA
0.22826984457896524,0.14744452075669257,0.6456710369804666,0.532,0.94,7.084030660272271,7,0.74,29.54947367,0.8128046184834272,0.8932796971131094,0.258012528,0.127817104,0.495391077,TZA
0.13904349816134687,0.07862591835849446,0.565544896541912,0.55,0.899,6.871501863323974,1,0.815,30.65291133,0.6696287043056379,0.8847340930674265,0.225312633,0.086270146,0.382890854,UGA
1.111601260892675,1.070419982862897,0.9629094141556076,0.726,1.007,8.334114780040098,5,0.711,16.29373733,0.9259007645691,0.880524152106886,0.830379017,0.813475051,0.979643072,VNM
0.9499791959872166,1.048242082943722,1.1039785400998527,0.702,0.968,8.228326515465373,4,0.754399998,13.919636,1.0740043504750123,0.6176361155897309,0.710059355,0.543186754,0.764987814,WSM
0.6632870209173837,0.6132006967585067,0.9244962140177464,0.717,0.985,8.819736475099658,1,0.787,32.23643767,0.9808275815732882,0.800819413803971,0.520171895,0.474465537,0.912132203,ZAF
0.4046452996329459,0.3098258422939104,0.7663380251701861,0.569,0.93,7.284067247289955,3,0.794,35.97238533,0.77256812099635,0.8161543098251959,0.25951651,0.120513954,0.464378756,ZMB
0.30390546406434066,0.2024472709983581,0.6656490338253916,0.55,0.936,7.424655309526476,0,0.746,30.631458,0.85403280804907,0.8382455650230478,0.378086947,0.240697156,0.636618529,ZWE
0.30390546406434066,0.2024472709983581,0.6656490338253916,0.55,0.936,7.424655309526476,4,0.746,30.631458,0.85403280804907,0.8382455650230478,0.433949071,0.317148523,0.730842727,ZWE
